,date,year,month,day,day_of_year,num_samples,depth,chla,secchi,tp,doc,ph,tkn,no2,no3,nh4,dic,temp,par,poc,srp,tdn,tn,lake
6729,1965-03-29,1965,3,29,88,42,,21.9,,,,,,,530.0,,,5.8,,,,,,Belhalm tarn
45714,1965-03-29,1965,3,29,88,47,,1.42,,,,,,,410.0,,,4.2,,,,,,Windermere -north basin
24886,1965-04-02,1965,4,2,92,11,1.0,3.1,,,,,,,,,,,,,,,,Ullevifjärden S.
6730,1965-04-05,1965,4,5,95,42,,28.2,,,,,,,,,,,,,,,,Belhalm tarn
47575,1965-04-05,1965,4,5,95,47,,10.08,,,,,,,410.0,,,6.0,,,,,,Windermere -south basin
15968,1965-04-06,1965,4,6,96,46,,8.82,,,,,,,540.0,,,7.5,,,,,,Esthwaite water
45715,1965-04-06,1965,4,6,96,47,,2.29,,,,,,,440.0,,,6.2,,,,,,Windermere -north basin
47576,1965-04-13,1965,4,13,103,47,,9.9,,,,,,,390.0,,,6.3,,,,,,Windermere -south basin
45716,1965-04-13,1965,4,13,103,47,,3.74,,,,,,,380.0,,,5.6,,,,,,Windermere -north basin
15969,1965-04-13,1965,4,13,103,46,,11.0,,,,,,,510.0,,,7.0,,,,,,Esthwaite water
6731,1965-04-14,1965,4,14,104,42,,27.4,,,,,,,,,,,,,,,,Belhalm tarn
6732,1965-05-10,1965,5,10,130,42,,11.8,,,,,,,420.0,,,10.6,,,,,,Belhalm tarn
24887,1965-05-10,1965,5,10,130,11,1.0,11.1,,,,,,,,,,,,,,,,Ullevifjärden S.
45717,1965-05-10,1965,5,10,130,47,,6.52,,,,,,,360.0,,,7.9,,,,,,Windermere -north basin
47577,1965-05-10,1965,5,10,130,47,,8.55,,,,,,,370.0,,,9.0,,,,,,Windermere -south basin
15970,1965-05-10,1965,5,10,130,46,,18.6,,,,,,,430.0,,,9.6,,,,,,Esthwaite water
45718,1965-05-17,1965,5,17,137,47,,5.52,,,,,,,340.0,,,12.55,,,,,,Windermere -north basin
6733,1965-05-17,1965,5,17,137,42,,9.9,,,,,,,390.0,,,14.6,,,,,,Belhalm tarn
47578,1965-05-17,1965,5,17,137,47,,6.88,,,,,,,350.0,,,12.25,,,,,,Windermere -south basin
15971,1965-05-17,1965,5,17,137,46,,18.1,,,,,,,420.0,,,14.7,,,,,,Esthwaite water
24888,1965-05-18,1965,5,18,138,11,1.0,8.4,,,,,,,,,,,,,,,,Ullevifjärden S.
45719,1965-05-31,1965,5,31,151,47,,5.5,,,,,,,320.0,,,11.25,,,,,,Windermere -north basin
6734,1965-05-31,1965,5,31,151,42,,21.2,,,,,,,260.0,,,12.6,,,,,,Belhalm tarn
15972,1965-05-31,1965,5,31,151,46,,6.0,,,,,,,390.0,,,12.3,,,,,,Esthwaite water
47579,1965-05-31,1965,5,31,151,47,,3.52,,,,,,,350.0,,,11.45,,,,,,Windermere -south basin
47580,1965-06-08,1965,6,8,159,47,,2.73,,,,,,,340.0,,,15.2,,,,,,Windermere -south basin
45720,1965-06-08,1965,6,8,159,47,,3.55,,,,,,,310.0,,,15.05,,,,,,Windermere -north basin
15973,1965-06-08,1965,6,8,159,46,,4.8,,,,,,,360.0,,,16.2,,,,,,Esthwaite water
6735,1965-06-08,1965,6,8,159,42,,12.2,,,,,,,210.0,,,17.1,,,,,,Belhalm tarn
15974,1965-06-14,1965,6,14,165,46,,3.44,,,,,,,340.0,,,18.2,,,,,,Esthwaite water
45721,1965-06-14,1965,6,14,165,47,,1.83,,,,,,,330.0,,,17.25,,,,,,Windermere -north basin
47581,1965-06-14,1965,6,14,165,47,,3.03,,,,,,,360.0,,,17.25,,,,,,Windermere -south basin
6736,1965-06-14,1965,6,14,165,42,,3.8,,,,,,,200.0,,,19.1,,,,,,Belhalm tarn
47582,1965-06-21,1965,6,21,172,47,,4.5,,,,,,,340.0,,,15.1,,,,,,Windermere -south basin
6737,1965-06-21,1965,6,21,172,42,,11.9,,,,,,,210.0,,,16.5,,,,,,Belhalm tarn
15975,1965-06-21,1965,6,21,172,46,,10.4,,,,,,,300.0,,,16.3,,,,,,Esthwaite water
45722,1965-06-21,1965,6,21,172,47,,2.84,,,,,,,300.0,,,15.4,,,,,,Windermere -north basin
45723,1965-06-28,1965,6,28,179,47,,3.5,,,,,,,280.0,,,14.25,,,,,,Windermere -north basin
6738,1965-06-28,1965,6,28,179,42,,8.0,,,,,,,250.0,,,13.9,,,,,,Belhalm tarn
15976,1965-06-28,1965,6,28,179,46,,5.46,,,,,,,320.0,,,14.2,,,,,,Esthwaite water
47583,1965-06-28,1965,6,28,179,47,,4.5,,,,,,,340.0,,,14.25,,,,,,Windermere -south basin
6739,1965-07-05,1965,7,5,186,42,,8.9,,,,,,,230.0,,,16.4,,,,,,Belhalm tarn
45724,1965-07-05,1965,7,5,186,47,,5.15,,,,,,,290.0,,,15.05,,,,,,Windermere -north basin
15977,1965-07-05,1965,7,5,186,46,,7.9,,,,,,,290.0,,,16.0,,,,,,Esthwaite water
47584,1965-07-05,1965,7,5,186,47,,6.97,,,,,,,320.0,,,15.55,,,,,,Windermere -south basin
24889,1965-07-08,1965,7,8,189,11,1.0,2.2,,,,,,,,,,,,,,,,Ullevifjärden S.
47585,1965-07-12,1965,7,12,193,47,,7.85,,,,,,,300.0,,,16.05,,,,,,Windermere -south basin
6740,1965-07-12,1965,7,12,193,42,,6.5,,,,,,,240.0,,,16.1,,,,,,Belhalm tarn
45725,1965-07-12,1965,7,12,193,47,,5.37,,,,,,,260.0,,,15.4,,,,,,Windermere -north basin
15978,1965-07-12,1965,7,12,193,46,,10.5,,,,,,,270.0,,,16.1,,,,,,Esthwaite water
15979,1965-07-19,1965,7,19,200,46,,16.5,,,,,,,250.0,,,16.8,,,,,,Esthwaite water
47586,1965-07-19,1965,7,19,200,47,,8.6,,,,,,,300.0,,,16.45,,,,,,Windermere -south basin
45726,1965-07-19,1965,7,19,200,47,,7.28,,,,,,,250.0,,,15.9,,,,,,Windermere -north basin
6741,1965-07-19,1965,7,19,200,42,,10.6,,,,,,,200.0,,,17.2,,,,,,Belhalm tarn
47587,1965-07-26,1965,7,26,207,47,,10.0,,,,,,,250.0,,,17.4,,,,,,Windermere -south basin
45727,1965-07-26,1965,7,26,207,47,,8.66,,,,,,,230.0,,,17.5,,,,,,Windermere -north basin
6742,1965-07-26,1965,7,26,207,42,,9.1,,,,,,,130.0,,,18.5,,,,,,Belhalm tarn
15980,1965-07-26,1965,7,26,207,46,,24.4,,,,,,,220.0,,,17.5,,,,,,Esthwaite water
15981,1965-08-02,1965,8,2,214,46,,19.8,,,,,,,220.0,,,15.6,,,,,,Esthwaite water
45728,1965-08-02,1965,8,2,214,47,,6.48,,,,,,,240.0,,,15.4,,,,,,Windermere -north basin
6743,1965-08-02,1965,8,2,214,42,,14.4,,,,,,,170.0,,,15.0,,,,,,Belhalm tarn
47588,1965-08-02,1965,8,2,214,47,,7.95,,,,,,,270.0,,,15.3,,,,,,Windermere -south basin
24890,1965-08-09,1965,8,9,221,11,1.0,2.9,,,,,,,,,,,,,,,,Ullevifjärden S.
6744,1965-08-09,1965,8,9,221,42,,11.5,,,,,,,140.0,,,13.9,,,,,,Belhalm tarn
47589,1965-08-09,1965,8,9,221,47,,8.92,,,,,,,260.0,,,15.9,,,,,,Windermere -south basin
15982,1965-08-09,1965,8,9,221,46,,23.24,,,,,,,190.0,,,15.5,,,,,,Esthwaite water
47590,1965-08-16,1965,8,16,228,47,,9.68,,,,,,,260.0,,,17.05,,,,,,Windermere -south basin
6745,1965-08-16,1965,8,16,228,42,,24.4,,,,,,,70.0,,,17.6,,,,,,Belhalm tarn
15983,1965-08-16,1965,8,16,228,46,,126.0,,,,,,,120.0,,,17.3,,,,,,Esthwaite water
45729,1965-08-16,1965,8,16,228,47,,6.87,,,,,,,200.0,,,17.05,,,,,,Windermere -north basin
6746,1965-08-23,1965,8,23,235,42,,15.4,,,,,,,90.0,,,,,,,,,Belhalm tarn
45730,1965-08-23,1965,8,23,235,47,,6.43,,,,,,,200.0,,,16.45,,,,,,Windermere -north basin
47591,1965-08-23,1965,8,23,235,47,,7.76,,,,,,,250.0,,,16.75,,,,,,Windermere -south basin
15984,1965-08-23,1965,8,23,235,46,,72.2,,,,,,,90.0,,,,,,,,,Esthwaite water
6747,1965-08-31,1965,8,31,243,42,,14.9,,,,,,,110.0,,,,,,,,,Belhalm tarn
45731,1965-08-31,1965,8,31,243,47,,7.63,,,,,,,200.0,,,15.1,,,,,,Windermere -north basin
47592,1965-08-31,1965,8,31,243,47,,10.5,,,,,,,230.0,,,15.8,,,,,,Windermere -south basin
15985,1965-08-31,1965,8,31,243,46,,56.4,,,,,,,80.0,,,,,,,,,Esthwaite water
45732,1965-09-06,1965,9,6,249,47,,8.0,,,,,,,210.0,,,14.1,,,,,,Windermere -north basin
47593,1965-09-06,1965,9,6,249,47,,10.78,,,,,,,250.0,,,14.1,,,,,,Windermere -south basin
15986,1965-09-06,1965,9,6,249,46,,53.16,,,,,,,80.0,,,14.0,,,,,,Esthwaite water
6748,1965-09-06,1965,9,6,249,42,,16.5,,,,,,,130.0,,,13.4,,,,,,Belhalm tarn
24891,1965-09-09,1965,9,9,252,11,1.0,6.5,,,,,,,,,,,,,,,,Ullevifjärden S.
47594,1965-09-13,1965,9,13,256,47,,15.9,,,,,,,230.0,,,14.85,,,,,,Windermere -south basin
6749,1965-09-13,1965,9,13,256,42,,20.6,,,,,,,120.0,,,13.3,,,,,,Belhalm tarn
15987,1965-09-13,1965,9,13,256,46,,92.2,,,,,,,70.0,,,13.8,,,,,,Esthwaite water
45733,1965-09-13,1965,9,13,256,47,,8.08,,,,,,,200.0,,,13.8,,,,,,Windermere -north basin
45734,1965-09-20,1965,9,20,263,47,,7.6,,,,,,,190.0,,,13.5,,,,,,Windermere -north basin
47595,1965-09-20,1965,9,20,263,47,,11.83,,,,,,,220.0,,,14.2,,,,,,Windermere -south basin
6750,1965-09-20,1965,9,20,263,42,,20.5,,,,,,,170.0,,,13.1,,,,,,Belhalm tarn
15988,1965-09-20,1965,9,20,263,46,,82.64,,,,,,,110.0,,,13.3,,,,,,Esthwaite water
15989,1965-09-27,1965,9,27,270,46,,60.5,,,,,,,140.0,,,13.3,,,,,,Esthwaite water
45735,1965-09-27,1965,9,27,270,47,,7.18,,,,,,,210.0,,,12.75,,,,,,Windermere -north basin
47596,1965-09-27,1965,9,27,270,47,,11.7,,,,,,,220.0,,,13.3,,,,,,Windermere -south basin
47597,1965-10-05,1965,10,5,278,47,,14.6,,,,,,,220.0,,,13.65,,,,,,Windermere -south basin
6751,1965-10-05,1965,10,5,278,42,,19.1,,,,,,,200.0,,,12.9,,,,,,Belhalm tarn
15990,1965-10-05,1965,10,5,278,46,,16.4,,,,,,,170.0,,,13.0,,,,,,Esthwaite water
45736,1965-10-05,1965,10,5,278,47,,7.5,,,,,,,210.0,,,12.95,,,,,,Windermere -north basin
15991,1965-10-12,1965,10,12,285,46,,6.29,,,,,,,160.0,,,10.8,,,,,,Esthwaite water
45737,1965-10-12,1965,10,12,285,47,,4.87,,,,,,,220.0,,,12.35,,,,,,Windermere -north basin
6752,1965-10-12,1965,10,12,285,42,,15.8,,,,,,,200.0,,,10.0,,,,,,Belhalm tarn
47598,1965-10-12,1965,10,12,285,47,,7.19,,,,,,,230.0,,,12.85,,,,,,Windermere -south basin
24892,1965-10-12,1965,10,12,285,11,1.0,5.2,,,,,,,,,,,,,,,,Ullevifjärden S.
45738,1965-10-19,1965,10,19,292,47,,4.45,,,,,,,220.0,,,11.85,,,,,,Windermere -north basin
15992,1965-10-19,1965,10,19,292,46,,4.89,,,,,,,220.0,,,10.0,,,,,,Esthwaite water
47599,1965-10-19,1965,10,19,292,47,,9.17,,,,,,,240.0,,,12.3,,,,,,Windermere -south basin
6753,1965-10-19,1965,10,19,292,42,,15.8,,,,,,,280.0,,,9.3,,,,,,Belhalm tarn
45739,1965-10-26,1965,10,26,299,47,,4.36,,,,,,,250.0,,,11.25,,,,,,Windermere -north basin
47600,1965-10-26,1965,10,26,299,47,,8.84,,,,,,,250.0,,,11.75,,,,,,Windermere -south basin
15993,1965-10-26,1965,10,26,299,46,,6.36,,,,,,,200.0,,,9.2,,,,,,Esthwaite water
6754,1965-10-26,1965,10,26,299,42,,15.7,,,,,,,200.0,,,8.3,,,,,,Belhalm tarn
15994,1965-11-02,1965,11,2,306,46,,8.97,,,,,,,220.0,,,8.3,,,,,,Esthwaite water
45740,1965-11-02,1965,11,2,306,47,,3.08,,,,,,,270.0,,,9.95,,,,,,Windermere -north basin
6755,1965-11-02,1965,11,2,306,42,,10.5,,,,,,,230.0,,,7.7,,,,,,Belhalm tarn
45741,1965-11-09,1965,11,9,313,47,,2.86,,,,,,,310.0,,,9.05,,,,,,Windermere -north basin
6756,1965-11-09,1965,11,9,313,42,,9.3,,,,,,,260.0,,,6.4,,,,,,Belhalm tarn
47601,1965-11-09,1965,11,9,313,47,,7.0,,,,,,,310.0,,,9.95,,,,,,Windermere -south basin
15995,1965-11-09,1965,11,9,313,46,,10.75,,,,,,,240.0,,,7.0,,,,,,Esthwaite water
24893,1965-11-12,1965,11,12,316,11,1.0,4.3,,,,,,,,,,,,,,,,Ullevifjärden S.
45742,1965-11-16,1965,11,16,320,47,,1.84,,,,,,,360.0,,,8.25,,,,,,Windermere -north basin
6757,1965-11-16,1965,11,16,320,42,,8.4,,,,,,,290.0,,,4.7,,,,,,Belhalm tarn
15996,1965-11-16,1965,11,16,320,46,,14.25,,,,,,,260.0,,,5.8,,,,,,Esthwaite water
47602,1965-11-16,1965,11,16,320,47,,6.14,,,,,,,310.0,,,8.95,,,,,,Windermere -south basin
45743,1965-11-23,1965,11,23,327,47,,1.24,,,,,,,380.0,,,7.2,,,,,,Windermere -north basin
6758,1965-11-23,1965,11,23,327,42,,9.0,,,,,,,310.0,,,,,,,,,Belhalm tarn
15997,1965-11-23,1965,11,23,327,46,,16.66,,,,,,,280.0,,,,,,,,,Esthwaite water
47603,1965-11-23,1965,11,23,327,47,,6.2,,,,,,,310.0,,,7.9,,,,,,Windermere -south basin
47604,1965-11-30,1965,11,30,334,47,,5.79,,,,,,,330.0,,,6.75,,,,,,Windermere -south basin
6759,1965-11-30,1965,11,30,334,42,,8.5,,,,,,,330.0,,,3.1,,,,,,Belhalm tarn
15998,1965-11-30,1965,11,30,334,46,,19.78,,,,,,,310.0,,,3.3,,,,,,Esthwaite water
45744,1965-11-30,1965,11,30,334,47,,1.14,,,,,,,390.0,,,6.7,,,,,,Windermere -north basin
6760,1965-12-07,1965,12,7,341,42,,7.1,,,,,,,400.0,,,2.5,,,,,,Belhalm tarn
47605,1965-12-07,1965,12,7,341,47,,4.9,,,,,,,340.0,,,5.7,,,,,,Windermere -south basin
15999,1965-12-07,1965,12,7,341,46,,16.92,,,,,,,380.0,,,2.8,,,,,,Esthwaite water
45745,1965-12-07,1965,12,7,341,47,,1.24,,,,,,,400.0,,,5.6,,,,,,Windermere -north basin
47606,1965-12-14,1965,12,14,348,47,,4.07,,,,,,,330.0,,,5.4,,,,,,Windermere -south basin
45746,1965-12-14,1965,12,14,348,47,,0.89,,,,,,,360.0,,,5.7,,,,,,Windermere -north basin
6761,1965-12-14,1965,12,14,348,42,,4.4,,,,,,,450.0,,,4.2,,,,,,Belhalm tarn
16000,1965-12-14,1965,12,14,348,46,,13.04,,,,,,,400.0,,,3.9,,,,,,Esthwaite water
16001,1965-12-20,1965,12,20,354,46,,10.94,,,,,,,440.0,,,5.0,,,,,,Esthwaite water
6762,1965-12-20,1965,12,20,354,42,,2.9,,,,,,,490.0,,,,,,,,,Belhalm tarn
47607,1965-12-20,1965,12,20,354,47,,1.81,,,,,,,400.0,,,6.8,,,,,,Windermere -south basin
45747,1965-12-20,1965,12,20,354,47,,0.99,,,,,,,400.0,,,7.1,,,,,,Windermere -north basin
24894,1965-12-20,1965,12,20,354,11,1.0,5.8,,,,,,,,,,,,,,,,Ullevifjärden S.
45748,1965-12-27,1965,12,27,361,47,,0.79,,,,,,,430.0,,,5.75,,,,,,Windermere -north basin
47608,1965-12-28,1965,12,28,362,47,,2.03,,,,,,,410.0,,,5.5,,,,,,Windermere -south basin
16002,1966-01-04,1966,1,4,4,52,,6.17,,,,,,,470.0,,,3.6,,,,,,Esthwaite water
47609,1966-01-04,1966,1,4,4,52,,1.88,,,,,,,410.0,,,4.7,,,,,,Windermere -south basin
6763,1966-01-04,1966,1,4,4,50,,0.5,,,,,,,510.0,,,,,,,,,Belhalm tarn
45749,1966-01-04,1966,1,4,4,52,,0.67,,,,,,,390.0,,,5.1,,,,,,Windermere -north basin
6764,1966-01-11,1966,1,11,11,50,,0.8,,,,,,,490.0,,,,,,,,,Belhalm tarn
16003,1966-01-11,1966,1,11,11,52,,5.6,,,,,,,520.0,,,3.8,,,,,,Esthwaite water
45750,1966-01-11,1966,1,11,11,52,,0.64,,,,,,,430.0,,,4.8,,,,,,Windermere -north basin
47610,1966-01-11,1966,1,11,11,52,,1.49,,,,,,,420.0,,,4.5,,,,,,Windermere -south basin
16004,1966-01-18,1966,1,18,18,52,,6.93,,,,,,,510.0,,,1.8,,,,,,Esthwaite water
6765,1966-01-18,1966,1,18,18,50,,1.0,,,,,,,550.0,,,1.8,,,,,,Belhalm tarn
45751,1966-01-18,1966,1,18,18,52,,0.51,,,,,,,430.0,,,4.6,,,,,,Windermere -north basin
47611,1966-01-18,1966,1,18,18,52,,1.75,,,,,,,420.0,,,3.75,,,,,,Windermere -south basin
16005,1966-01-25,1966,1,25,25,52,,5.82,,,,,,,540.0,,,,,,,,,Esthwaite water
45752,1966-01-25,1966,1,25,25,52,,0.73,,,,,,,380.0,,,4.3,,,,,,Windermere -north basin
47612,1966-01-25,1966,1,25,25,52,,1.87,,,,,,,400.0,,,4.2,,,,,,Windermere -south basin
6766,1966-02-01,1966,2,1,32,50,,1.3,,,,,,,580.0,80.0,,3.6,,,,,,Belhalm tarn
47613,1966-02-01,1966,2,1,32,52,,1.69,,,,,,,440.0,,,3.75,,,,,,Windermere -south basin
16006,1966-02-01,1966,2,1,32,52,,6.29,,,,,,,520.0,31.0,,,,,,,,Esthwaite water
45753,1966-02-01,1966,2,1,32,52,,0.73,,,,,,,430.0,,,4.45,,,,,,Windermere -north basin
6767,1966-02-08,1966,2,8,39,50,,1.3,,,,,,,570.0,109.0,,,,,,,,Belhalm tarn
16007,1966-02-08,1966,2,8,39,52,,5.46,,,,,,,520.0,47.0,,,,,,,,Esthwaite water
47614,1966-02-08,1966,2,8,39,52,,1.85,,,,,,,430.0,3.0,,4.45,,,,,,Windermere -south basin
45754,1966-02-08,1966,2,8,39,52,,0.83,,,,,,,420.0,9.0,,4.85,,,,,,Windermere -north basin
16008,1966-02-15,1966,2,15,46,52,,6.66,,,,,,,590.0,54.0,,3.0,,,,,,Esthwaite water
6768,1966-02-15,1966,2,15,46,50,,1.3,,,,,,,600.0,93.0,,3.1,,,,,,Belhalm tarn
47615,1966-02-15,1966,2,15,46,52,,1.77,,,,,,,430.0,,,3.9,,,,,,Windermere -south basin
45755,1966-02-15,1966,2,15,46,52,,0.65,,,,,,,450.0,,,3.95,,,,,,Windermere -north basin
45756,1966-02-22,1966,2,22,53,52,,0.49,,,,,,,420.0,,,3.9,,,,,,Windermere -north basin
6769,1966-02-22,1966,2,22,53,50,,1.6,,,,,,,590.0,95.0,,3.5,,,,,,Belhalm tarn
16009,1966-02-22,1966,2,22,53,52,,9.26,,,,,,,600.0,49.0,,3.2,,,,,,Esthwaite water
47616,1966-02-22,1966,2,22,53,52,,1.92,,,,,,,450.0,,,3.6,,,,,,Windermere -south basin
45757,1966-02-28,1966,2,28,59,52,,0.62,,,,,,,410.0,,,4.65,,,,,,Windermere -north basin
6770,1966-02-28,1966,2,28,59,50,,1.5,,,,,,,590.0,58.0,,4.7,,,,,,Belhalm tarn
47617,1966-02-28,1966,2,28,59,52,,1.92,,,,,,,430.0,,,4.75,,,,,,Windermere -south basin
16010,1966-02-28,1966,2,28,59,52,,9.88,,,,,,,520.0,39.0,,4.5,,,,,,Esthwaite water
47618,1966-03-07,1966,3,7,66,52,,2.18,,,,,,,430.0,,,5.1,,,,,,Windermere -south basin
16011,1966-03-07,1966,3,7,66,52,,12.32,,,,,,,540.0,31.0,,5.8,,,,,,Esthwaite water
6771,1966-03-07,1966,3,7,66,50,,1.5,,,,,,,560.0,67.0,,6.2,,,,,,Belhalm tarn
45758,1966-03-07,1966,3,7,66,52,,0.86,,,,,,,410.0,,,4.85,,,,,,Windermere -north basin
47619,1966-03-14,1966,3,14,73,52,,2.78,,,,,,,440.0,3.0,,5.9,,,,,,Windermere -south basin
6772,1966-03-14,1966,3,14,73,50,,2.9,,,,,,,570.0,71.0,,6.3,,,,,,Belhalm tarn
16012,1966-03-14,1966,3,14,73,52,,16.48,,,,,,,540.0,14.0,,5.9,,,,,,Esthwaite water
45759,1966-03-14,1966,3,14,73,52,,0.7,,,,,,,430.0,8.0,,5.2,,,,,,Windermere -north basin
15387,1966-03-15,1966,3,15,74,6,0.5,0.406,,,,,,,,,,,,,,,,Ekoln Vreta Udd
36223,1966-03-15,1966,3,15,74,6,1.0,0.7,,,,,,,,,,,,,,,,Sigtunafjärden
38361,1966-03-15,1966,3,15,74,6,1.0,0.0,,,,,,,,,,,,,,,,Stäket
35080,1966-03-16,1966,3,16,75,6,1.0,0.619,,,,,,,,,,,,,,,,Björkfjärden SE.
43130,1966-03-16,1966,3,16,75,6,0.5,0.385,,,,,,,,,,,,,,,,Ulvhällsfjärden
38599,1966-03-16,1966,3,16,75,6,0.5,1.411,,,,,,,,,,,,,,,,Svinnegarnsviken
43478,1966-03-18,1966,3,18,77,6,0.5,0.376,,,,,,,,,,,,,,,,Västeråsfjärden N.
16013,1966-03-21,1966,3,21,80,52,,17.16,,,,,,,530.0,56.0,,6.3,,,,,,Esthwaite water
45760,1966-03-21,1966,3,21,80,52,,0.96,,,,,,,430.0,,,6.3,,,,,,Windermere -north basin
6773,1966-03-21,1966,3,21,80,50,,5.4,,,,,,,560.0,60.0,,6.5,,,,,,Belhalm tarn
47620,1966-03-21,1966,3,21,80,52,,4.08,,,,,,,440.0,4.0,,6.0,,,,,,Windermere -south basin
19524,1966-03-24,1966,3,24,83,6,0.5,0.284,,,,,,,,,,,,,,,,Galten
47621,1966-03-28,1966,3,28,87,52,,5.04,,,,,,,440.0,,,5.8,,,,,,Windermere -south basin
45761,1966-03-28,1966,3,28,87,52,,1.25,,,,,,,420.0,,,5.65,,,,,,Windermere -north basin
16014,1966-03-28,1966,3,28,87,52,,23.61,,,,,,,510.0,6.0,,5.6,,,,,,Esthwaite water
6774,1966-03-28,1966,3,28,87,50,,13.1,,,,,,,560.0,31.0,,5.7,,,,,,Belhalm tarn
47622,1966-04-05,1966,4,5,95,52,,5.41,,,,,,,440.0,4.0,,5.45,,,,,,Windermere -south basin
16015,1966-04-05,1966,4,5,95,52,,27.46,,,,,,,460.0,8.0,,5.4,,,,,,Esthwaite water
45762,1966-04-05,1966,4,5,95,52,,1.69,,,,,,,430.0,4.0,,5.2,,,,,,Windermere -north basin
6775,1966-04-05,1966,4,5,95,50,,16.6,,,,,,,490.0,14.0,,5.7,,,,,,Belhalm tarn
16016,1966-04-12,1966,4,12,102,52,,24.08,,,,,,,440.0,21.0,,6.0,,,,,,Esthwaite water
45763,1966-04-12,1966,4,12,102,52,,1.9,,,,,,,420.0,,,5.7,,,,,,Windermere -north basin
6776,1966-04-12,1966,4,12,102,50,,17.3,,,,,,,490.0,20.0,,6.2,,,,,,Belhalm tarn
47623,1966-04-12,1966,4,12,102,52,,5.93,,,,,,,430.0,,,6.0,,,,,,Windermere -south basin
47624,1966-04-18,1966,4,18,108,52,,6.66,,,,,,,450.0,,,5.7,,,,,,Windermere -south basin
6777,1966-04-18,1966,4,18,108,50,,24.9,,,,,,,490.0,1.0,,5.3,,,,,,Belhalm tarn
16017,1966-04-18,1966,4,18,108,52,,25.22,,,,,,,430.0,4.0,,5.4,,,,,,Esthwaite water
45764,1966-04-18,1966,4,18,108,52,,2.44,,,,,,,420.0,,,5.3,,,,,,Windermere -north basin
45765,1966-04-25,1966,4,25,115,52,,4.16,,,,,,,380.0,5.0,,6.8,,,,,,Windermere -north basin
47625,1966-04-25,1966,4,25,115,52,,7.07,,,,,,,430.0,5.0,,6.9,,,,,,Windermere -south basin
16018,1966-04-25,1966,4,25,115,52,,19.97,,,,,,,410.0,29.0,,7.6,,,,,,Esthwaite water
6778,1966-04-25,1966,4,25,115,50,,25.0,,,,,,,490.0,47.0,,8.0,,,,,,Belhalm tarn
6779,1966-05-02,1966,5,2,122,50,,18.1,,,,,,,440.0,30.0,,13.3,,,,,,Belhalm tarn
45766,1966-05-02,1966,5,2,122,52,,3.56,,,,,,,400.0,3.0,,10.1,,,,,,Windermere -north basin
47626,1966-05-02,1966,5,2,122,52,,6.58,,,,,,,390.0,6.0,,11.1,,,,,,Windermere -south basin
16019,1966-05-02,1966,5,2,122,52,,17.89,,,,,,,380.0,17.0,,11.4,,,,,,Esthwaite water
6780,1966-05-09,1966,5,9,129,50,,11.5,,,,,,,420.0,29.0,,10.7,,,,,,Belhalm tarn
47627,1966-05-09,1966,5,9,129,52,,7.28,,,,,,,370.0,6.0,,9.6,,,,,,Windermere -south basin
16020,1966-05-09,1966,5,9,129,52,,11.8,,,,,,,370.0,22.0,,10.1,,,,,,Esthwaite water
45767,1966-05-09,1966,5,9,129,52,,6.03,,,,,,,360.0,,,9.0,,,,,,Windermere -north basin
6781,1966-05-16,1966,5,16,136,50,,12.0,,,,,,,390.0,,,12.6,,,,,,Belhalm tarn
47628,1966-05-16,1966,5,16,136,52,,9.38,,,,,,,350.0,,,10.85,,,,,,Windermere -south basin
45768,1966-05-16,1966,5,16,136,52,,5.41,,,,,,,340.0,,,10.75,,,,,,Windermere -north basin
16021,1966-05-16,1966,5,16,136,52,,7.59,,,,,,,360.0,,,12.3,,,,,,Esthwaite water
45769,1966-05-23,1966,5,23,143,52,,4.57,,,,,,,360.0,,,9.25,,,,,,Windermere -north basin
16022,1966-05-23,1966,5,23,143,52,,4.68,,,,,,,330.0,,,10.6,,,,,,Esthwaite water
47629,1966-05-23,1966,5,23,143,52,,6.45,,,,,,,350.0,,,10.3,,,,,,Windermere -south basin
38362,1966-05-24,1966,5,24,144,6,1.0,9.1,,,,,,,,,,,,,,,,Stäket
36224,1966-05-24,1966,5,24,144,6,1.0,15.1,,,,,,,,,,,,,,,,Sigtunafjärden
15388,1966-05-24,1966,5,24,144,6,0.5,7.9,,,,,,,,,,,,,,,,Ekoln Vreta Udd
6782,1966-05-25,1966,5,25,145,50,,5.6,,,,,,,360.0,,,10.6,,,,,,Belhalm tarn
38600,1966-05-25,1966,5,25,145,6,0.5,48.1,,,,,,,,,,,,,,,,Svinnegarnsviken
43479,1966-05-26,1966,5,26,146,6,0.5,24.4,,,,,,,,,,,,,,,,Västeråsfjärden N.
19525,1966-05-26,1966,5,26,146,6,0.5,17.4,,,,,,,,,,,,,,,,Galten
43131,1966-05-26,1966,5,26,146,6,0.5,28.2,,,,,,,,,,,,,,,,Ulvhällsfjärden
35081,1966-05-27,1966,5,27,147,6,1.0,13.6,,,,,,,,,,,,,,,,Björkfjärden SE.
47630,1966-05-31,1966,5,31,151,52,,4.63,,,,,,,340.0,,,14.65,,,,,,Windermere -south basin
16023,1966-05-31,1966,5,31,151,52,,4.32,,,,,,,320.0,,,16.3,,,,,,Esthwaite water
6783,1966-05-31,1966,5,31,151,50,,1.4,,,,,,,350.0,,,16.5,,,,,,Belhalm tarn
45770,1966-05-31,1966,5,31,151,52,,3.85,,,,,,,320.0,,,13.5,,,,,,Windermere -north basin
